学校-老师	课程名称	课程内容与评价,,,,,,
"1001328001-集美大学-蒋联江	英语演讲	""概述：你想成为一名气定神闲的英语演说家吗？你想知道如何增强公众场合演说的可信度和感染力吗？快来加入《英语演讲》这门课程吧！这门课程将带你走进英语演讲的世界！",,,,,,
"评价：老师英式发音不够标准 发音很难听""",,,,,,
"8013-同济大学-武荷岚	大学物理1：力学、相对论	""概述：物理学是众多自然科学和工程技术的基础", 是人类文明的基石。大学物理是以物理学基础为内容的一门课程。由国家级教学团队精心打造的大学物理课程, 用生动的语言、有趣的实验、交互的方式及数字化技术, 为学习物理、探索科学提供优质的学习平台。来吧, 让我们一起感受物理世界的无穷魅力！,,
"评价：在因高考失利无法选择所爱专业的阴影中，mooc给我开了一扇窗""",,,,,,
"9010-武汉大学-文建东	微观经济学	""概述：本课程是经济学原理的微观部分，致力于训练学习者建立经济学思维，用以解释周围的世界，指导日常决策。微观经济学告诉我们市场机制是如何运行的，商品价格是如何形成的，人们的行为遵循什么样的模式，市场机制是否有效率。",,,,,,
"评价：老师讲得很清晰，希望老师能再开一门宏观经济学，造福自学经济学的学生""",,,,,,
"9004-天津大学-关静	概率论与数理统计	""概述：法国数学家拉普拉斯说：“生活中最重要的问题，其中绝大多数在实质上只是概率的问题”。在这里我们将带领大家去感知变化多端的随机现象，探索其内在的变化规律，处理随机数据，对所研究的问题给出更合理、科学的估计和判断。让我们一起去探索吧！",,,,,,
评价：老师讲的真的特别好，强推。 首先说明，虽然我的学校也是一所还算可以985，但是老师讲课的水平参差不齐，（比如我的老师讲的我真的是听着听着就听不懂了） 自己也在慕课上找了网课来听，之前听的是某大学（据说数学专业中国排名第一），可是我感觉，那个老师完全就是照念ppt,"宛如人工AI。 直到我找到了这个，每个老师的我都试听了一个章节，觉得老师都有比较详细的讲解，举的例子也容易懂。真的强烈推荐这门慕课。 另外，还有一周我就要考概率论了，保我考好哈哈哈哈哈哈。""",,,,,
"9007-西安交通大学-徐忠锋	电磁学	""概述：这是一门关于电磁学的基础课程，与实体课程的教学要求基本相同。 以大量有趣的实验以及物理过程的动态模拟，力图降低课程知识的学习难度，帮助学习者能够较为容易地理解、掌握课程的基本知识以及研究问题的基本方法。",,,,,,
"评价：我校大物的慕课做得很棒，讲解深入浅出，视频中插入题目当场巩固，这些题目还有解析，感觉很用心，个人认为用起来比高数慕课好得多。""",,,,,,
"9017-西北工业大学-周军	导引系统原理	""概述：导弹是精确制导武器的典型代表，而导弹实现精确制导的关键是导引系统。如果你想了解现代导弹的导引系统工作原理，或者你正准备开展导弹制导方面的研究，本课程可以带你走近导弹的导引系统，掌握各种制导系统的基本工作原理，了解工程应用基础，扩展你的知识涵盖面。",,,,,,
"评价：周军老师的讲课铿锵有力，让人倦意全无心潮澎湃，知识自然记忆深刻；卢晓东老师的讲课节奏温和，内容硬核但条理清晰。很推荐这门课，学习制导系统原理，去相信西工大的水平是没错的。航空航天专业的我受益匪浅。""",,,,,,
"8012-东北大学-柳秀梅	计算机硬件技术基础	""概述：本课程通过对计算机硬件的系统学习，了解计算机的基本工作原理，组成方法以及相互关系，了解计算机系统的层次化结构概念，熟悉一些典型的有代表性的计算机结构，理解硬件与软件之间的接口界面，建立起一个完整的计算机系统的整机概念。这门课可作为《计算机组成原理》的前导课程，为后续课程的学习提供必要的基础知识。",,,,,,
"评价：我是东北大学的同学，在这里提一点经过考虑但可能不太成熟的意见。我们这门课是学习计算机硬件分析，涉及到的实验部分也比较多，实践性较强。也正是在线下的上机实验中，我了解了前面学习的理论如何应用于实践，反过来也加深了我对理论的认识和掌握。正是在这样的学习背景下，我提出一些想法供老师参考。如果这门课面向我这样非计算机专业的同学教授，我建议加重实验课比例，但不意味着减少理论课的学习。对学校里选这门课的同学：（1）多布置上机实验，在仿真软件和编程软件的使用操作中掌握相...""",,,,,,
"103001-武汉理工大学-冯小平	无机非金属材料实验	""概述：大家好！材料是人类文明的基石，社会的进步与发展离不开材料的发展。想要知道如何将自然界中的矿石原料变为用途广泛的各类材料吗？如何测量材料的相关性能保证其安全使用？如何对材料进行研究？要想知道这些问题的答案，就请参加我们课程的学习吧。",,,,,,
"评价：这门课真的很有意思，用大开眼界来形容也不为过。说实话，从来没想到有这么多种不同角度不同思路的测试方法。我觉得就算不学习材料的人，学习这门课也能学会广开思路，创造性地解决问题。 所谓创新思维，不过是你解决一件事，有很多种办法，不必拘于标准答案。学会打开思路后，真得受益终生。""",,,,,,
"1001224002-浙江工商大学-朱勤	MIB国际商务	""概述：本课程密切结合前沿热点，融合了近百个经典及最新案例解析，以广阔的视野和深刻的分析，呈现精彩而系统的国际商务知识体系，帮助学生全方位综合打造知识体系，高效提升分析问题的水平。课程被认定为“国家精品在线课程”，入选中国大学100门“最美慕课”",为其中8门经管类最美慕课之一。,,,,,
"评价：老师拜托你别关闭课程，我最近才知道有幕课。刚看完您的第一节课，特别好，想接着听，结果您关闭课程，我不能看了T-T拜托您""",,,,,,
"1001195001-暨南大学-黄柏炎	自然保护与生态安全：拯救地球家园	""概述：课程采用大量案例，讲述自然生态系统、自然资源及自然保护的现状，保护野生动物就是保护人类自己。剖析全球自然生态保护的热点问题，探讨全球气候变化、生态危机制约人类生存、发展的原因，寻求构建生态文明的良好生态环境的方法。倡导“绿水青山就是金山银山”的生态文明理念。",,,,,,
"评价：非常推荐的一门课！特别是对自然地理感兴趣的同学，一定要选这门课！老师非常负责任，认真教学，教学内容和形式很丰富，让我们了解到很多知识。上完这门课，感觉在祖国大地旅游了一回，收获很多！""",,,,,,
"1001176001-爱课程-张冉	教师法律风险防范	""概述：教师如何在有效教学的同时避免可能的法律风险？本课专为一线教师设计，通过案例教学和法理解析，分析校园意外伤害事故、学生惩戒、校园欺凌等校园常见法律问题，帮助教师降低工作中法律风险。",,,,,,
"评价：我作为一个学校校长，要求所有老师和中层以上干部都要参加该课程学习。取得证书的给予奖励。""",,,,,,
"13001-北京大学-郭炜	程序设计与算法（二）算法基础	""概述：本门课程要求学习者已经掌握C语言，以及基本的程序设计思想。本课程将讲述枚举、递归、分治、动态规划、搜索这几种算法。一部分内容，难度与中学信息学奥赛NOIP提高组的较难题，ACM国际大学生程序设计竞赛中的中等题相当。学好本课程，算法及实现能力将超过国内大部分高校计算机专业本科毕业生。",,,,,,
"评价：很棒，以北大为目标的985即将保研学生，正在每天刷oj练编程""",,,,,,
"1001268003-长安大学-仝秋红	单片机原理与汽车微机应用技术	""概述：现代科技中微机应用技术很普遍，开设该课程，目的是使学生了解微机在现代科技和汽车中的应用，提升了学生的创新能力、实践能力，为培养智能控制及智能汽车相关领域人才发挥作用。",,,,,,
"评价：没听懂！！！！""",,,,,,
"8015-华东师范大学-张勇	环境问题观察	""概述：国家精品在线开放课程，上海市精品课程，环境类在线课程群成员，环境科学入门课。以实践观察方式，用100多个小案例、小故事、小视频讲授大气、水体、垃圾、生态、创新创业、政府管理、绿色生活等环保问题，分享通俗易懂的环境知识、深入一线的环保体验、魔都特色的环境创新。每月有一次线下活动！",,,,,,
